Diet_type,Recipe_name,Cuisine_type,Protein(g),Carbs(g),Fat(g),Extraction_day,Extraction_time,Protein_to_Carbs_ratio,Carbs_to_Fat_ratio
dash,Russian REBBL,eastern europe,24.78,169.9,6.24,2022-10-16,20:30:43,0.14585050029429075,27.227564102564102
dash,Martini Recipe,world,0.02,0.77,0.0,2022-10-16,20:30:43,0.025974025974025972,
dash,L.A. Burdick Classic Hot Chocolate,american,10.09,61.27,30.93,2022-10-16,20:30:43,0.16468092051574995,1.980924668606531
dash,Charred Onion Dip,italian,14.76,47.42,96.49,2022-10-16,20:30:43,0.3112610712779418,0.49144989118043325
dash,Poison Arrow,world,0.25,13.74,0.09,2022-10-16,20:30:43,0.018195050946142648,152.66666666666669
dash,Cucumber-Tomato Salad,mediterranean,8.87,43.96,33.17,2022-10-16,20:30:43,0.20177434030937214,1.3252939403075068
dash,Dimitri Lezinska's Maple Leaf Martini,world,0.1,19.63,0.08,2022-10-16,20:30:43,0.005094243504839532,245.37499999999997
dash,Purple Tai Rice Cooker Sticky Rice,chinese,15.16,168.81,1.59,2022-10-16,20:30:43,0.08980510633256324,106.16981132075472
dash,Simple Trout Duxelles,mediterranean,286.76,22.38,106.3,2022-10-16,20:30:43,12.813226094727435,0.2105362182502352
dash,Barbecue Bloody Mary,american,29.66,296.55,22.83,2022-10-16,20:30:43,0.10001686056314281,12.989487516425758
dash,Liquid Fireworks,world,0.59,6.78,0.17,2022-10-16,20:30:43,0.08702064896755161,39.88235294117647
dash,Dark Mojito,world,0.3,21.41,0.08,2022-10-16,20:30:43,0.014012143858010275,267.625
dash,Sherry Martini,world,0.33,9.72,0.03,2022-10-16,20:30:43,0.033950617283950615,324.00000000000006
dash,Americano Cocktail,world,0.22,3.51,0.02,2022-10-16,20:30:43,0.06267806267806268,175.49999999999997
dash,Spicy Steak Fries,british,15.94,135.69,28.34,2022-10-16,20:30:43,0.11747365318004274,4.787932251235003
dash,Vegan Roasted Sweet Potato Quesadillas,mexican,77.95,361.1,76.6,2022-10-16,20:30:43,0.21586818055940182,4.714099216710183
dash,Classic Sazerac,american,0.0,0.06,0.0,2022-10-16,20:30:43,0.0,
dash,Gazpacho,mediterranean,125.27,131.24,75.08,2022-10-16,20:30:50,0.9545108198719902,1.7480021310602025
dash,Potted Shrimp Recipe,mediterranean,97.31,11.02,370.83,2022-10-16,20:30:50,8.830308529945555,0.029717121052773507
dash,The Claridge Cocktail,world,0.03,1.16,0.0,2022-10-16,20:30:50,0.02586206896551724,
dash,Butternut Squash Bisque,french,11.78,169.06,24.22,2022-10-16,20:30:50,0.069679403761978,6.98018166804294
dash,Cotton Candy Cocktail,american,0.06,21.87,0.2,2022-10-16,20:30:50,0.0027434842249657062,109.35
dash,Police Gazette Cocktail,world,0.11,6.14,0.06,2022-10-16,20:30:50,0.017915309446254073,102.33333333333333
dash,Tequila Sunrise Jelly Shots,american,13.87,50.79,0.51,2022-10-16,20:30:50,0.27308525300255954,99.58823529411764
dash,Bacon-Wrapped Scallops With Chili Butter,american,139.74,34.63,186.92,2022-10-16,20:30:50,4.035229569737222,0.18526642413866898
dash,Lemon Dipping Sauce,american,5.43,14.46,45.56,2022-10-16,20:30:50,0.37551867219917007,0.3173836698858648
dash,Some Like It Hot Recipe,french,10.43,22.9,2.79,2022-10-16,20:30:50,0.4554585152838428,8.207885304659497
dash,German CREPES,french,91.1,361.99,51.75,2022-10-16,20:30:50,0.25166441061907785,6.994975845410628
dash,Slaw and Order,british,22.63,43.87,9.36,2022-10-16,20:30:50,0.5158422612263506,4.686965811965812
dash,Chile-Salt Michelada,world,1.21,10.95,0.06,2022-10-16,20:30:50,0.11050228310502283,182.5
dash,Blackthorn Cocktail Recipe,italian,0.08,19.03,0.17,2022-10-16,20:30:50,0.004203888596952181,111.94117647058823
dash,Grilled Chicken,american,148.38,57.14,79.0,2022-10-16,20:30:50,2.5967798389919494,0.7232911392405064
dash,Shrimp Po Boy Sandwich Recipe,american,153.25,280.77,1860.2,2022-10-16,20:30:56,0.5458204224098017,0.1509353832921191
dash,Pisco Sour,world,1.5,16.84,0.03,2022-10-16,20:30:56,0.08907363420427554,561.3333333333334
dash,Grilled Salmon Steak,nordic,23.22,1.08,19.76,2022-10-16,20:30:56,21.499999999999996,0.05465587044534413
dash,"""Fruit Cocktail"" Crisp",american,10.34,166.68,26.0,2022-10-16,20:30:56,0.06203503719702423,6.410769230769231
dash,The Pumpkin Martini,world,0.12,40.11,0.33,2022-10-16,20:30:56,0.0029917726252804786,121.54545454545453
dash,Recipe: The Income Tax Cocktail,world,0.21,3.33,0.06,2022-10-16,20:30:56,0.06306306306306306,55.5
dash,Lychee Martini,world,0.11,15.44,0.13,2022-10-16,20:30:56,0.007124352331606218,118.76923076923076
dash,Cider Delighter,world,0.96,16.01,1.32,2022-10-16,20:30:56,0.0599625234228607,12.128787878787879
dash,Pineapple Saffron Martini,world,0.34,29.59,0.15,2022-10-16,20:30:56,0.01149036836769179,197.26666666666668
dash,Leap Year Cocktail Recipe,world,0.01,0.43,0.0,2022-10-16,20:30:56,0.023255813953488372,
dash,Foil Pack Cinnamon Apples,middle eastern,0.99,61.56,6.23,2022-10-16,20:30:56,0.01608187134502924,9.881219903691813
dash,Pumpkin Old Fashioned,world,0.38,22.03,0.11,2022-10-16,20:30:56,0.01724920562868815,200.27272727272728
dash,Tarragon-Mustard Rémoulade,french,0.89,1.87,44.98,2022-10-16,20:30:56,0.4759358288770053,0.04157403290351268
dash,Neely's BBQ Pulled Pork Egg Rolls,south east asian,165.77,492.02,480.58,2022-10-16,20:30:56,0.3369171984878664,1.0238045694785467
dash,Sweet and Crunchy Garden Salad,american,41.32,246.54,282.63,2022-10-16,20:30:56,0.16759957816175874,0.8723065491985988
dash,A Cuban version of a Manhattan Recipe,american,0.01,0.39,0.0,2022-10-16,20:30:56,0.02564102564102564,
dash,Watermelon and Basil Martini,world,1.07,12.35,0.26,2022-10-16,20:30:56,0.08663967611336033,47.5
dash,White Knight,american,0.03,3.85,0.02,2022-10-16,20:31:04,0.007792207792207791,192.5
dash,Grilled Vegetable Pitas,mediterranean,22.8,48.47,19.7,2022-10-16,20:31:04,0.47039405818031776,2.4604060913705585
dash,Hearty Chicken and Rice Casserole,american,277.77,185.65,48.77,2022-10-16,20:31:04,1.4962025316455694,3.8066434283370922
dash,Vanilla Bean Crème Brûlée,french,52.16,163.36,53.35,2022-10-16,20:31:04,0.31929480901077373,3.0620431115276476
dash,Hummus Tartine with Sprouts recipes,mediterranean,8.37,34.76,18.01,2022-10-16,20:31:04,0.2407940161104718,1.9300388672959463
dash,Vegan (Or Not) Peach Creamsicle Sherbet,american,55.03,439.96,52.51,2022-10-16,20:31:04,0.1250795526866079,8.378594553418397
dash,Cîroc Champagne Cosmo,world,1.31,23.07,0.21,2022-10-16,20:31:04,0.05678370177719983,109.85714285714286
dash,Adonis Recipe,british,0.13,7.39,0.0,2022-10-16,20:31:04,0.017591339648173207,
dash,Shrimp Newburg on Toast Points,american,70.99,61.58,22.27,2022-10-16,20:31:04,1.1528093536862618,2.7651549169286036
dash,Oven roasted brussel sprouts with rosemary,american,6.02,16.17,14.13,2022-10-16,20:31:04,0.37229437229437223,1.1443736730360934
dash,Turkey Burgers,american,89.86,5.98,34.81,2022-10-16,20:31:04,15.026755852842808,0.1717897155989658
dash,Sepia's Death & Taxes Recipe,american,0.33,218.13,0.16,2022-10-16,20:31:04,0.0015128593040847202,1363.3125
dash,Healthy & Delicious: Broiled Grapefruit Recipe,american,1.72,23.93,4.19,2022-10-16,20:31:04,0.07187630589218554,5.7112171837708825
dash,Oeufs En Cocotte,mediterranean,98.02,3.33,72.21,2022-10-16,20:31:04,29.435435435435434,0.04611549646863316
dash,Simple Buttermilk Biscuits Recipe,american,34.91,205.9,96.26,2022-10-16,20:31:04,0.1695483244293346,2.1389985456056513
dash,Grilled Coconut Rum French Toast,french,68.16,232.38,46.14,2022-10-16,20:31:04,0.2933126775109734,5.036410923276983
dash,Blueberry Tart,central europe,14.68,223.12,61.31,2022-10-16,20:31:04,0.06579419146647544,3.639210569238297
dash,Coconut Macaroons,french,9.06,115.8,33.32,2022-10-16,20:31:04,0.07823834196891193,3.4753901560624247
dash,Pumpkin Soup recipes,american,58.63,302.3,104.44,2022-10-16,20:31:04,0.19394641085014885,2.894484871696668
dash,Sage-Butter Gnocchi recipes,italian,35.31,145.17,60.43,2022-10-16,20:31:11,0.24323207274230216,2.402283633956644
dash,O' Mai Mai Juice,american,6.78,139.45,2.46,2022-10-16,20:31:11,0.04861957690928649,56.68699186991869
dash,Grilled Bread with Goat Cheese & Green Olives,mediterranean,186.54,751.87,133.44,2022-10-16,20:31:11,0.24810140050806653,5.634517386091127
dash,Tomato Daiquiri,world,0.2,23.49,0.03,2022-10-16,20:31:11,0.008514261387824608,783.0
dash,Lady Genevieve,french,0.07,20.97,0.09,2022-10-16,20:31:11,0.003338102050548403,233.0
dash,Grilled Cheese with Roasted Tomato Spread,american,63.54,115.83,103.45,2022-10-16,20:31:11,0.5485625485625486,1.1196713388110198
dash,Watercress Salad with Fennel and Citrus,mediterranean,9.0,73.4,21.63,2022-10-16,20:31:11,0.12261580381471389,3.3934350439204812
dash,Delmonico's Eggs Benedict,french,151.62,239.33,238.3,2022-10-16,20:31:11,0.6335185726820708,1.0043222828367604
dash,Sparkling Apricot Sorbet,french,10.03,289.77,2.69,2022-10-16,20:31:11,0.03461365910894847,107.72118959107806
dash,The Lumière,world,0.16,27.62,0.22,2022-10-16,20:31:11,0.005792903692976104,125.54545454545455
dash,Apple Cinnamon Rum recipes,world,0.2,11.97,0.15,2022-10-16,20:31:11,0.01670843776106934,79.80000000000001
dash,"Bloody Carrot ""Bacon""",american,2.44,53.64,14.15,2022-10-16,20:31:11,0.04548844146159582,3.7908127208480566
dash,Green Monster Recipe,world,0.16,10.71,0.12,2022-10-16,20:31:11,0.014939309056956115,89.25000000000001
dash,Chef Phil's Deviled Eggs Recipe,japanese,34.33,5.62,114.35,2022-10-16,20:31:11,6.108540925266904,0.04914735461303017
dash,Champs-Élysées Cocktail,world,0.09,7.86,0.08,2022-10-16,20:31:11,0.011450381679389311,98.25
dash,A Spanish Potato Tortilla On Hiking Trails,mediterranean,33.91,71.29,28.06,2022-10-16,20:31:11,0.4756627858044606,2.5406272273699217
dash,Widow's Kiss,world,0.03,10.16,0.09,2022-10-16,20:31:11,0.002952755905511811,112.8888888888889
dash,Lime Rickey Recipe,mediterranean,0.51,125.75,0.08,2022-10-16,20:31:11,0.0040556660039761435,1571.875
dash,The Presidential Cocktail,world,1.47,30.72,0.98,2022-10-16,20:31:17,0.0478515625,31.346938775510203
dash,Horn & Hardart’s Macaroni and Cheese,american,76.33,208.33,86.88,2022-10-16,20:31:17,0.3663898622377958,2.3979051565377536
dash,Avocado Dressing,american,4.18,18.97,118.42,2022-10-16,20:31:17,0.22034791776489193,0.16019253504475595
dash,Corpse Reviver No. 2,french,0.12,2.73,0.07,2022-10-16,20:31:17,0.04395604395604395,38.99999999999999
dash,Little Black Dress,british,14.88,128.37,58.96,2022-10-16,20:31:17,0.11591493339565319,2.1772388059701493
dash,One-Eyed Sailor,american,121.62,68.3,200.02,2022-10-16,20:31:17,1.7806734992679356,0.3414658534146585
dash,The Obamatini Cocktail Recipe,world,0.44,28.44,0.13,2022-10-16,20:31:17,0.015471167369901546,218.76923076923077
dash,Time for a Drink: Fallen Leaves Recipe,world,0.02,0.77,0.0,2022-10-16,20:31:17,0.025974025974025972,
dash,DIY Vinaigrette,french,1.15,29.18,109.03,2022-10-16,20:31:17,0.03941055517477724,0.26763276162524074
dash,Deviled Eggs,italian,66.49,6.44,94.97,2022-10-16,20:31:17,10.324534161490682,0.06781088764873118
dash,Easy Roasted Potatoes with Garlic recipes,american,32.71,273.54,74.46,2022-10-16,20:31:17,0.11958031732104993,3.673650282030621
dash,Grilled Pesto Potato Salad,mediterranean,77.6,110.33,539.65,2022-10-16,20:31:17,0.703344511918789,0.20444732697118503
dash,Bourbon Renewal,world,0.11,19.01,0.11,2022-10-16,20:31:17,0.005786428195686481,172.81818181818184
dash,Collard Green and Artichoke Dip,mediterranean,94.87,128.8,271.76,2022-10-16,20:31:17,0.7365683229813664,0.47394760082425674
dash,Cinnamon Honey Butter,american,2.11,65.66,184.19,2022-10-16,20:31:17,0.03213524215656412,0.3564797220261686
dash,Chicken Anticuchos,american,119.55,29.61,79.74,2022-10-16,20:31:24,4.037487335359676,0.37133182844243795
dash,Rosemary-Grapefruit Fizz,world,4.37,172.29,1.91,2022-10-16,20:31:24,0.025364211503859774,90.20418848167539
dash,Carrot Ribbons with Sesame,mediterranean,1.71,17.71,4.95,2022-10-16,20:31:24,0.09655561829474872,3.577777777777778
dash,Rum Swizzle,british,0.85,51.98,0.16,2022-10-16,20:31:24,0.01635244324740285,324.875
dash,Steak?And?Egg Salad Sandwiches,american,204.63,110.44,235.8,2022-10-16,20:31:24,1.8528612821441506,0.46836301950805764
dash,Gin & Gomme,world,0.27,6.33,0.13,2022-10-16,20:31:24,0.04265402843601896,48.69230769230769
dash,Middle Eastern Hummus,mediterranean,73.13,183.21,155.98,2022-10-16,20:31:24,0.3991594345286829,1.1745736632901655
dash,Yogurt Pops,american,9.07,34.05,7.9,2022-10-16,20:31:24,0.2663729809104259,4.310126582278481
dash,Dad's Eggnog,world,54.72,167.63,145.07,2022-10-16,20:31:24,0.3264332160114538,1.1555111325566967
dash,Wine Spritzer,world,0.24,3.66,0.04,2022-10-16,20:31:24,0.06557377049180327,91.5
dash,Baileys Cherry Cafe,world,1.5,27.77,6.77,2022-10-16,20:31:24,0.054015124234785744,4.10192023633678
dash,El Presidente Recipe,american,0.04,7.98,0.06,2022-10-16,20:31:24,0.005012531328320802,133.0
dash,Crunch Top Apple Pie,french,25.57,407.29,44.01,2022-10-16,20:31:24,0.062780819563456,9.254487616450808
dash,Gabriella's Farmers Cheese Gnocchi,italian,66.49,63.92,28.47,2022-10-16,20:31:24,1.0402065081351688,2.245170354759396
dash,Nick'S Chipotle Grilled Shrimp With Black Bean Salsa,mexican,16.66,4.35,28.34,2022-10-16,20:31:24,3.8298850574712646,0.15349329569513054
dash,Carrot-Thyme Soup With Cream,american,12.37,212.76,46.58,2022-10-16,20:31:24,0.05814062793758225,4.567625590382138
dash,Spring Spice,american,0.63,19.31,0.23,2022-10-16,20:31:24,0.032625582599689285,83.95652173913042
dash,Whipped Butternut Squash and Red Onions,south american,14.49,148.93,64.02,2022-10-16,20:31:24,0.09729403075270261,2.3263042799125278
dash,Warm Bulgur & Lentil Salad,middle eastern,24.1,79.63,7.4,2022-10-16,20:31:31,0.3026497551174181,10.76081081081081
dash,French 95 Cocktail Recipe,world,1.98,59.79,0.17,2022-10-16,20:31:31,0.03311590566984446,351.70588235294116
dash,Cajun Grilled Chicken,american,246.33,20.33,41.76,2022-10-16,20:31:31,12.116576487948846,0.4868295019157088
dash,Brown Rice Sushi Balls,japanese,24.34,155.96,40.16,2022-10-16,20:31:31,0.15606565786099,3.8834661354581677
dash,Orrechiette with red Kale and Bacon cubes,american,55.18,133.72,74.68,2022-10-16,20:31:31,0.4126533054142985,1.7905731119442956
dash,Chocolate-Pomegranate Toasted Walnuts,american,2.6,99.34,72.74,2022-10-16,20:31:31,0.026172740084558083,1.365686004949134
dash,Maple Manhattan,american,0.03,9.6,0.01,2022-10-16,20:31:31,0.003125,960.0
dash,Midnight Ride Cocktail Recipe,world,0.51,13.62,0.17,2022-10-16,20:31:31,0.037444933920704845,80.11764705882352
dash,Vanilla Roasted Walnuts,american,1.24,33.92,18.73,2022-10-16,20:31:31,0.036556603773584904,1.810998398291511
dash,Parchment Candied Beets & Greens with Blood Orange & Balsamic,american,30.83,246.37,44.16,2022-10-16,20:31:31,0.12513698908146284,5.57903079710145
dash,Scofflaw recipes,world,0.24,13.0,0.07,2022-10-16,20:31:31,0.01846153846153846,185.7142857142857
dash,Herb-Infused Pisco Sour,world,2.25,23.82,0.44,2022-10-16,20:31:31,0.09445843828715365,54.13636363636364
dash,Cranberry-Chipotle Turkey,american,150.43,219.51,51.6,2022-10-16,20:31:31,0.6852990752129744,4.254069767441861
dash,Parmesan Flans with Tomatoes and Basil,mediterranean,70.88,48.99,44.47,2022-10-16,20:31:31,1.4468258828332312,1.1016415561052395
dash,Fast Blue Cheese Dressing,american,12.83,6.31,115.22,2022-10-16,20:31:31,2.033280507131537,0.05476479777816351
dash,Slow Roast Tomatoes,mediterranean,3.55,24.14,1.22,2022-10-16,20:31:31,0.14705882352941174,19.78688524590164
dash,Tivoli cakes,american,20.25,380.96,60.85,2022-10-16,20:31:31,0.05315518689626208,6.260640920295809
dash,"Sweet Potato, Cranberry and Pecan Salad",american,9.55,140.8,65.44,2022-10-16,20:31:31,0.06782670454545454,2.15158924205379
dash,Orange Chicken,chinese,142.59,58.69,299.67,2022-10-16,20:31:38,2.4295450673027776,0.19584876697700804
dash,Time for a Drink: Suffering Bastard Recipe,world,0.12,12.36,0.02,2022-10-16,20:31:38,0.00970873786407767,618.0
dash,Sloe 75,world,0.39,68.49,0.26,2022-10-16,20:31:38,0.0056942619360490585,263.4230769230769
dash,Ginger-Champagne Cocktail,world,0.23,6.24,0.05,2022-10-16,20:31:38,0.03685897435897436,124.8
dash,Endive with sweet cheese,italian,24.7,75.98,60.12,2022-10-16,20:31:38,0.3250855488286391,1.2638057218895544
dash,Nana's Chicken Seafood Gumbo,american,277.57,200.76,152.65,2022-10-16,20:31:38,1.382596134688185,1.3151654110710775
dash,Peach Cooler Recipe,mediterranean,0.37,29.1,0.09,2022-10-16,20:31:38,0.012714776632302405,323.33333333333337
dash,Peanut Butter Banana Cake,american,78.91,255.43,140.81,2022-10-16,20:31:38,0.3089300395411659,1.8140046871671047
dash,Seafood Pizza,italian,43.62,36.3,32.35,2022-10-16,20:31:38,1.2016528925619836,1.1221020092735703
dash,Deviled Eggs,italian,66.49,6.44,94.97,2022-10-16,20:31:38,10.324534161490682,0.06781088764873118
dash,Mexicali Chicken,american,128.05,3.77,28.7,2022-10-16,20:31:38,33.96551724137932,0.1313588850174216
dash,Meatloaf,american,278.3,196.48,308.54,2022-10-16,20:31:38,1.4164291530944626,0.6368056005704283
dash,Scotch Negroni Recipe,american,0.05,9.9,0.09,2022-10-16,20:31:38,0.005050505050505051,110.00000000000001
dash,Pomegranate Clementine Martini,world,0.18,6.59,0.14,2022-10-16,20:31:38,0.027314112291350532,47.07142857142857
dash,Chile Mustard Pork Kabobs,middle eastern,15.83,20.59,77.1,2022-10-16,20:31:38,0.7688198154443905,0.2670557717250324
dash,Chicken Fried Rice,chinese,161.83,242.99,106.94,2022-10-16,20:31:38,0.6659944853697684,2.2722087151673835
dash,Oysters Rockefeller Soup Recipe,american,95.87,209.19,135.19,2022-10-16,20:31:38,0.4582915053300827,1.5473777646275613
dash,Manhattan Jelly Shots,american,12.2,77.48,0.01,2022-10-16,20:31:38,0.15745998967475475,7748.0
dash,Overnight Eggnog French Toast,french,111.8,686.83,435.71,2022-10-16,20:31:44,0.16277681522356333,1.5763466525900256
dash,Chili Fries Recipe,american,116.64,210.6,190.5,2022-10-16,20:31:44,0.5538461538461539,1.105511811023622
dash,Sesame Asparagus recipes,chinese,13.1,24.59,32.71,2022-10-16,20:31:44,0.5327368849125661,0.7517578722103332
dash,The Leviathan,world,0.09,1.82,0.02,2022-10-16,20:31:44,0.04945054945054945,91.0
dash,Lemon-Basil Risotto with Tomato Topping,italian,89.49,310.5,73.18,2022-10-16,20:31:44,0.2882125603864734,4.242962558075977
dash,Oven-Roasted Rack of Pork,american,284.2,357.58,170.08,2022-10-16,20:31:44,0.7947871804910789,2.1024223894637815
dash,"Absinthe, Anyone? Try The Necromancer Cocktail recipes",world,0.11,12.0,0.11,2022-10-16,20:31:44,0.009166666666666667,109.0909090909091
dash,Glazed Walnuts,american,0.46,19.59,1.79,2022-10-16,20:31:44,0.02348136804492088,10.94413407821229
dash,The Kilbeggan Dubliner Cocktail,world,0.23,16.04,0.01,2022-10-16,20:31:44,0.01433915211970075,1603.9999999999998
dash,Cheeto-Crusted Jalapeño Poppers With Bacon,mexican,76.49,84.83,274.91,2022-10-16,20:31:44,0.9016857243899563,0.3085737150340111
dash,Norwegian Wood Recipe,mediterranean,0.02,2.86,0.02,2022-10-16,20:31:44,0.006993006993006994,143.0
dash,Wine-Poached Peaches,american,11.54,161.96,59.71,2022-10-16,20:31:44,0.07125216102741416,2.7124434768045553
dash,Shrimp Kebabs,middle eastern,95.89,27.69,31.84,2022-10-16,20:31:44,3.462983026363308,0.8696608040201006
dash,Singapore Fling,world,0.19,11.13,0.04,2022-10-16,20:31:44,0.017070979335130278,278.25
dash,Pumpkin Soup,american,56.71,299.68,69.76,2022-10-16,20:31:44,0.18923518419647625,4.295871559633027
dash,Citrus Grilled Salmon,nordic,27.34,38.86,21.63,2022-10-16,20:31:44,0.7035512094698919,1.7965788257050395
dash,Mashed potatoes with reconstituted milk,british,44.0,326.99,49.53,2022-10-16,20:31:44,0.13456068992935563,6.601857460125177
dash,2 GINGERS Hot Toddy,world,0.13,32.69,0.15,2022-10-16,20:31:51,0.0039767513000917715,217.93333333333334
dash,Yellow Jacket Recipe,american,0.05,20.11,0.15,2022-10-16,20:31:51,0.0024863252113376433,134.06666666666666
dash,Tuna-Quinoa Toss,italian,24.2,33.28,15.96,2022-10-16,20:31:51,0.7271634615384615,2.0852130325814535
dash,Off The Wagon,world,1.33,57.28,0.51,2022-10-16,20:31:51,0.02321927374301676,112.31372549019608
